street,paris,Gros Caillou,rue Marinoni,48.8563699,2.3008771
street,paris,Invalides,rue de Martignac,48.85841749999999,2.3188547
street,paris,Ecole Militaire,place de l'École Militaire,48.85473229999999,2.3057214
street,paris,Saint-Thomas d'Aquin,rue Montalembert,48.8567972,2.3277827
street,paris,Saint-Thomas d'Aquin,rue de Narbonne,48.8530954,2.3249999
street,paris,Gros Caillou,passage Jean Nicot,48.8589506,2.3078715
street,paris,Gros Caillou,allée Jean Paulhan,,
street,paris,Gros Caillou,square Rapp,48.85874829999999,2.3005891
street,paris,Gros Caillou,square Sédillot,48.8580473,2.3021163
street,paris,Ecole Militaire,villa de Ségur,48.8505475,2.3097616
street,paris,Saint-Thomas d'Aquin,rue de Saint-Simon,48.8564187,2.3240762
street,paris,Invalides,rue de Solférino,48.860008,2.3233689
street,paris,Gros Caillou,passage de l'Union,48.85682660000001,2.3050737
street,paris,Gros Caillou,rue Valadon,48.85714730000001,2.305533
street,paris,Invalides,cité Vaneau,48.8547227,2.3191047
street,paris,Saint-Thomas d'Aquin,rue de Varenne,48.8544026,2.3221665
street,paris,Saint-Thomas d'Aquin,rue Velpeau,48.8511991,2.3250309
street,paris,Saint-Thomas d'Aquin,rue de Verneuil,48.8579484,2.329297
street,paris,Saint-Thomas d'Aquin,quai Voltaire,48.8587917,2.331602
street,paris,Invalides,pont de la Concorde,48.8633128,2.3195341
street,paris,Invalides,pont Alexandre III,48.8637744,2.3135693
street,paris,Madeleine,place Saint-Augustin,48.8751197,2.3197681
street,paris,Faubourg du Roule,rue Beaujon,48.8751966,2.2987188
street,paris,Europe,rue de Berne,48.8809879,2.3231531
street,paris,Europe,rue Bernoulli,48.880902,2.3211028
street,paris,Faubourg du Roule,rue de Berri,48.8730675,2.3053368
street,paris,Madeleine,cité Berryer,48.8691703,2.3229314
street,paris,Faubourg du Roule,rue Berryer,48.875286,2.3038765
street,paris,Champs Elysées,impasse du Docteur Jacques Bertillon,48.8674705,2.3002611
street,paris,Champs Elysées,rue du Boccador,48.8668382,2.3026203
street,paris,Champs Elysées,impasse Bourdin,48.867555,2.3059561
street,paris,Faubourg du Roule,rue Paul Cézanne,48.874191,2.3090263
street,paris,Champs Elysées,rue Chambiges,48.8668261,2.3035751
street,paris,Champs Elysées,rue Pierre Charron,48.8692523,2.3028098
street,paris,Champs Elysées,place Clemenceau,48.8675224,2.3139899
street,paris,Europe,rue Corvetto,48.8773934,2.314881
street,paris,Europe,rue d'Édimbourg,,
street,paris,Champs Elysées,port des Champs Élysées,48.8644131,2.3135403
street,paris,Champs Elysées,rue Robert Estienne,48.8689285,2.3048071
street,paris,Europe,voie F/8,43.4209277,1.5489762
street,paris,Grenelle,ruelle Au Père Fragile,,
street,paris,Faubourg du Roule,place du Révérend Père Carré,,
street,paris,Charonne,villa des Hautes Traverses,48.85498399999999,2.4040871
street,paris,Palais Royal,rue d'Argenteuil,48.8654191,2.3338307
street,paris,Saint-Germain l'Auxerrois,rue Baillet,48.8597948,2.3425714
street,paris,Halles,rue Bailleul,48.8610093,2.3416441
street,paris,Bercy,passage de l' Yonne,48.8324827,2.3857157
street,paris,Parc de montsouris,allée Samuel Beckett,48.8289171,2.3344274
street,paris,Notre-Dame,promenade Maurice Carême,48.8531771,2.3476875
street,paris,Auteuil,villa des Glizières,48.84945279999999,2.2752183
street,paris,Gare,boulevard du Général Jean Simon,48.82549729999999,2.3812821
street,paris,Père Lachaise,villa des Houseaux,48.8646871,2.3859854
street,paris,Pont de Flandre,rue Germaine Tailleferre,48.8889826,2.3869358
street,paris,Halles,impasse des Bourdonnais,48.86049089999999,2.3452166
street,paris,Halles,allée André Breton,48.86304250000001,2.3459287
street,paris,Halles,passage Antoine Carême,48.8608482,2.3458015
street,paris,Halles,place Carrée,,
street,paris,Halles,rue Croix des Petits Champs,48.86505589999999,2.3406576
street,paris,Saint-Germain l'Auxerrois,rue de l'Amiral De Coligny,48.8599366,2.3403478
street,paris,Halles,rue Courtalon,48.85957399999999,2.3476441
street,paris,Halles,rue du Plat D'Étain,48.8595474,2.3464104
street,paris,Halles,galerie Véro-Dodat,48.8628189,2.340235
street,paris,Palais Royal,rue de l'Échelle,48.8639735,2.3343558
street,paris,Saint-Germain l'Auxerrois,place de l'École,48.8589142,2.3417173
street,paris,Les Halles,place Pierre Emmanuel,,
street,paris,Chaussée d'Antin,place Charles Garnier,48.8719697,2.3316014
street,paris,Val de Grâce,rue du Pot de Fer,48.8429257,2.3484732
street,paris,Sorbonne,rue Galande,48.8515546,2.3471196
street,paris,Place Vendôme,rue Gomboust,48.8672966,2.3330818
street,paris,Place Vendôme,rue du Marché Saint-Honoré,48.8665596,2.3315014
street,paris,Saint-Germain l'Auxerrois,quai de l'Horloge,48.8569111,2.3436957
street,paris,Palais Royal,passage Hulot,48.8637569,2.3371261
street,paris,Halles,porte du Louvre,48.862301,2.3427492
street,paris,Saint-Germain l'Auxerrois,quai du Louvre,48.85899120000001,2.3399849
street,paris,Halles,rue Mauconseil,48.8640857,2.3470757
street,paris,Halles,rue de l'Oculus,48.8621467,2.347017
street,paris,Palais Royal,passage du Perron,48.8650734,2.3380179
street,paris,Halles,rue des Prouvaires,48.8614878,2.344159
street,paris,Halles,passage de la Réale,48.8621075,2.3469754
street,paris,Palais Royal,passage de Richelieu,48.8646799,2.3365915
street,paris,Palais Royal,place du Palais Royal,48.8629219,2.3365398
street,paris,Halles,allée Jules Supervielle,48.86206929999999,2.3444964
street,paris,Palais Royal,rue Villedo,48.86620550000001,2.3364251
street,paris,Saint-Germain l'Auxerrois,impasse des Trois Visages,48.85900729999999,2.3444612
street,paris,Place Vendôme,rue Duphot,48.868266,2.3256061
