"street",paris,"Bel Air","rue de Rambervillers"
"street",paris,"Picpus","rue Raoul"
"street",paris,"Bel Air","place Édouard Renard"
"street",paris,"Picpus","route de Reuilly"
"street",paris,"Picpus","boulevard de Reuilly"
"street",paris,"Picpus","route du Ruisseau"
"street",paris,"Bel Air","villa du Sahel"
"street",paris,"Picpus","rue de Tahiti"
"street",paris,"Bel Air","avenue des Tribunes"
"street",paris,"Bel Air","impasse Vassou"
"street",paris,"Bercy","rue Villiot"
"street",paris,"Picpus","impasse de Wattignies"
"street",paris,"Gare","rue Albert"
"street",paris,"Salpêtrière","place des Alpes"
"street",paris,"Maison Blanche","passage Trubert-Bellier"
"street",paris,"Maison Blanche","rue Martin Bernard"
"street",paris,"Maison Blanche","rue Bobillot"
"street",paris,"Maison Blanche","passage Boiton"
"street",paris,"Gare","rue Fernand Braudel"
"street",paris,"Plaisance","rue Prévost Paradol"
"street",paris,"Pont de Flandre","rue des Ardennes"
"street",paris,"Amérique","rue Alphonse Aulard"
"street",paris,"Combat","allée Anne De Beaujeu"
"street",paris,"Amérique","villa de Bellevue"
"street",paris,"Amérique","rue de Bellevue"
"street",paris,"Pont de Flandre","sente à Bigot"
"street",paris,"Amérique","voie BN/19"
"street",paris,"Amérique","rue des Bois"
"street",paris,"Pont de Flandre","villa Boléro"
"street",paris,"Combat","avenue Simon Bolivar"
"street",paris,"Combat","rue Botzaris"
"street",paris,"Villette","allée du Brindeau"
"street",paris,"Amérique","rue du Général Brunet"
"street",paris,"Amérique","avenue de la Porte Brunet"
"street",paris,"Combat","rue Burnouf"
"street",paris,"Combat","voie C/19"
"street",paris,"Amérique","villa Sadi Carnot"
"street",paris,"Amérique","avenue de la Porte Chaumont"
"street",paris,"Pont de Flandre","rue de la Haie Coq"
"street",paris,"Amérique","voie CT/19"
"street",paris,"Villette","villa Curial"
"street",paris,"Amérique","voie CV/19"
"street",paris,"Amérique","voie CY/19"
"street",paris,"Pont de Flandre","voie DB/19"
"street",paris,"Pont de Flandre","voie DC/19"
"street",paris,"Amérique","avenue Debidour"
"street",paris,"Villette","passage Desgrais"
"street",paris,"Pont de Flandre","voie DI/19"
"street",paris,"Amérique","rue du Pré Saint-Gervais"
"street",paris,"Amérique","avenue de la Porte Du Pré Saint-Gervais"
"street",paris,"Pont de Flandre","quai de la Gironde"
"street",paris,"Amérique","impasse Grimaud"
"street",paris,"Amérique","rue du Hainaut"
"street",paris,"Combat","cité Hiver"
"street",paris,"Villette","rue Clovis Hugues"
"street",paris,"Villette","rue Alexandre De Humboldt"
"street",paris,"Amérique","boulevard d'Indochine"
"street",paris,"Combat","place du Général Ingold"
"street",paris,"Villette","cité Lepage"
"street",paris,"Amérique","rue de la Liberté"
"street",paris,"Amérique","villa Manin"
"street",paris,"Villette","quai de la Marne"
"street",paris,"Amérique","allée Darius Milhaud"
"street",paris,"Pont de Flandre","allée Pierre Mollaret"
"street",paris,"Villette","passage de la Moselle"
"street",paris,"Combat","voie N/19"
"street",paris,"Villette","quai de l'Oise"
"street",paris,"Villette","rue de l'Ourcq"
"street",paris,"Pont de Flandre","place de la Porte de Pantin"
"street",paris,"Amérique","rue de Périgueux"
"street",paris,"Amérique","rue Gaston Pinot"
"street",paris,"Pont de Flandre","route des Petits Ponts"
"street",paris,"Combat","rue Rampal"
"street",paris,"Combat","rue Barrelet de Ricou"
"street",paris,"Villette","rue Labois-Rouillon"
"street",paris,"Amérique","place Jules Senard"
"street",paris,"Combat","rue Michel Tagrine"
"street",paris,"Villette","rue de Tanger"
"street",paris,"Villette","rue Lally-Tollendal"
"street",paris,"Villette","passage de Verdun"
"street",paris,"Pont de Flandre","galerie de la Villette"
"street",paris,"Necker","rue d'Arsonval"
"street",paris,"Javel","place Balard"
"street",paris,"Necker","rue Bargue"
"street",paris,"Saint-Lambert","avenue Albert Bartholomé"
"street",paris,"Saint-Lambert","rue Jacques Baudry"
"street",paris,"Necker","rue Bellart"
"street",paris,"Necker","rue Carrier-Belleuse"
"street",paris,"Saint-Lambert","rue Gaston Boissier"
"street",paris,"Saint-Germain l'Auxerrois","quai François Mitterrand"
"street",paris,"Necker","rue François Bonvin"
"street",paris,"Javel","rue Lucien Bossoutrot"
"street",paris,"Necker","rue Antoine Bourdelle"
"street",paris,"Palais Royal","passage Potier"
"street",paris,"Halles","place Maurice Quentin"
"street",paris,"Saint-Germain l'Auxerrois","rue Henri Robert"
"street",paris,"Palais Royal","rue Saint-Roch"
"street",paris,"Halles","rue Clémence Royer"
"street",paris,"Halles","rue de la Grande Truanderie"
